Data Management,http://www.filepilotsoftware.com/,FilePilot Software
3D Printing,http://www.protoprint.in/,ProtoPrint
Advertising,http://www.beautymotive.com/,BeautyMotive
Shipping,http://weft.io/,Weft
Market Research,http://www.getdatacrowd.com/,DataCrowd
Business Intelligence,http://rapidminer.com/,RapidMiner
Consumer Product,http://superpedestrian.com/,Superpedestrian
Language Learning,http://leng.io/,Lengio
Health,http://www.predilytics.com/,Predilytics
File Sharing,http://www.wireover.com/,WireOver
Consumer Web,https://www.achvrs.com/,Achvr
Retail,https://www.crowdperks.com,Crowdperks
Consumer Product,http://www.pintofeed.com/,PetNet
insurance,http://understoryweather.com/,Understory
Consumer Web,https://www.burst.com/,Burst
Language Learning,http://www.englishcentral.com/,EnglishCentral
Education,http://www.zenof180.com/,Zen of 180
Health,http://www.sqgenius.com/,SQ Technologies
Finance,http://www.tripleshot.com/,Tripleshot
Green,http://www.ecoventsystems.com/,ecoVent
Finance,http://samurai-investments.com/,Samurai Investments
Education,http://www.quadwrangle.com/,QuadWrangle
Finance,http://www.capital-market-exchange.com/,Capital Market Exchange
Energy,http://www.linkcycle.com/,LinkCycle
Business,http://www.vianetwork.co/,viaNetwork
Fitness,http://ape-system.com/,APE System
Consumer Web,http://www.bantr.it/,Bantr
E-commerce,https://splitzee.com/,Splitzee
Events,http://snapknot.com/,SnapKnot
Science,http://www.908devices.com/,908 Devices
Marketing,http://semcasting.com,Semcasting
Mobile,http://www.roamdata.com/,ROAM
Gaming,http://vivox.com/,Vivox
Human Resources,http://www.fairsetup.com/,FairSetup
Events,http://www.canarycal.com/,Canary
Retail,http://www.coherentpath.com/,Coherent Path
Consumer Web,http://www.evibe.com/,evibe
Web Development,http://appcues.com/,Appcues
Agriculture,http://grovelabs.io/,Grove
Education,http://www.intellifylearning.com/,Intellify Learning
Education,http://www.countdownforteachers.com/,Countdown
Education,http://www.listenedition.com/,Listen Edition
Politics,http://www.influential.ly/,Influential
Education,http://www.socrative.com/,Socrative
News,http://www.shoutabout.org/,ShoutAbout
Legal,http://www.skyanalytics.com/,Sky Analytics
Data Management,http://www.storiant.com/,Storiant
Web Publishing,http://glipho.com/,Glipho
Retail,http://www.essmart-global.com/,Essmart Global
Music,http://www.sonicbids.com/,Sonicbids
Advertising,http://www.aquto.com/,Aquto
Hardware,http://www.dragoninnovation.com,Dragon Innovation
Food,http://www.chefstro.com/,Chefstro
Mobile,http://www.zetuniverse.com/,Zet Universe
Travel,http://www.tripzon.com/,Tripzon
Energy,http://www.gridcosystems.com/,Gridco Systems
Business,http://hourlynerd.com,HourlyNerd
Enterprise,http://corp.twyxter.com/,Twyxter
Education,http://cuethink.com/,CueThink
Events,http://receptionit.com/,ReceptionIt
Marketing,http://getrobin.com/,Robin
E-commerce,http://bstocksolutions.com/,B-Stock Solutions
News,http://www.wherefire.com/,Wherefire
Health,http://www.common-sensing.com/,Common Sensing
Music,http://request-now.com/,RequestNow
Affiliate,http://www.fetchnotes.com,Fetchnotes
E-commerce,http://vioby.com/,Vioby
Market Research,http://www.onthespotsystems.com/,On The Spot Systems
Local,http://www.coeverywhere.com/,CO Everywhere
Music,http://moodsnap.fm/,Moodsnap
Restaurants,http://www.toasttab.com/,Toast
Advertising,http://adagility.com/,AdAgility
Advertising,http://www.celtra.com/,Celtra
E-commerce,http://www.salsify.com/,Salsify
Media,http://www.ramp.com/,RAMP
IT,http://www.prelert.com/,Prelert
Internet enabled devices,http://www.ubidots.com,Ubidots
3D Printing,http://3-spark.com/,3-Spark
Legal,http://www.mootus.com/,Mootus
Web Development,https://qbaka.com/,Qbaka
Education,http://www.quickschools.com/,QuickSchools
Health,http://www.yosko.com/,Yosko
Health,http://www.operatinganalytics.com/,Operating Analytics
Education,http://cognii.com/,Cognii
Education,http://educanon.com,Educanon
Education,http://www.kaymbu.com/,Kaymbu
Supercomputing,http://www.symmetriccomputing.com/,Symmetric Computing
Security,http://www.bitsighttech.com/,BitSight
Business Intelligence,http://databox.com/,Databox
Entertainment,http://equiso.com/,Equiso
Local,http://courbanize.com/,coUrbanize
Health,https://www.pillpack.com/,PillPack
Data Management,https://www.ncryptedcloud.com,nCrypted Cloud
Advertising,http://favecast.com/,Favecast
Entertainment,http://philo.com/,Philo
Events,http://www.presask.com/,PresAsk
Media,http://sookbox.com/,Sookbox
Retail,http://www.swirl.com/,Swirl
Health,http://www.maxwellhealth.com/,Maxwell Health
Finance,https://www.quantopian.com,Quantopian
Education,http://www.primestudentloan.com/,Prime Student Loan
Marketing,http://www.bluetrainmobile.com/,Bluetrain Mobile
Data Management,http://www.nasuni.com/,Nasuni
E-commerce,http://seewhy.com/,SeeWhy
Health,http://www.etiometry.com/,Etiometry
Hardware,http://neurotrek.com/,Neurotrek
Human Resources,http://socialintern.com/,SocialIntern
Health,http://ubiqihealth.com/,Ubiqi Health
E-commerce,https://www.kitsylane.com,Kitsy Lane
Knowledge Management,http://knodeinc.com/,Knode
Health,https://www.caresolver.com/,CareSolver
Payments,http://www.paydiant.com/,Paydiant
Email,http://www.cquotient.com/,CQuotient
Data Visualization,http://www.qunb.com/,qunb
Business Intelligence,http://www.datascoops.com/,Datascoops
E-commerce,http://astoriaroad.com/,Astoria Road
Advertising,http://tripreactor.com/,TripReactor
Energy,http://www.finsix.com/,FINsix
Politics,http://outline.com/,Outline.com
Fashion,http://www.blanklabel.com/,BlankLabel
Education,http://www.boomwriter.com,BoomWriter
Health,http://centranahealth.com/,Centrana
Consumer Web,http://plannedup.com,PlannedUp
Health,http://www.podimetrics.com,Podimetrics
Consumer Web,https://www.ravelry.com,Ravelry
Human Resources,http://www.cognius.com/,Cognius
Mobile,http://www.preapps.com/,PreApps
Robotics,http://neurala.com/,Neurala
Fashion,http://constrvct.com/,CONSTRVCT
Web Development,https://www.codeship.io,Codeship
Advertising,http://clypd.com/,clypd
Hardware,http://bounceimaging.com,Bounce Imaging
Health,http://www.geckocap.com/,GeckoCap
Finance,http://covestor.com/,Covestor
Health,https://www.careporthealth.com/,Careport Health
Data Management,http://infinio.com/,Infinio
Entertainment,http://directr.co,Directr
Security,https://www.co3sys.com/,Co3 Systems
Education,http://playrific.com/,Playrific
Consumer Product,http://www.aerodesigns.com/,Quantum Designs
Consumer Web,http://openbay.com/,Openbay
Finance,http://saylent.com/,Saylent
Hospitality,http://dashbell.com,Dashbell
Health,http://www.activatenetworks.net/,Activate Networks
Payments,https://www.punchey.com/,Punchey
Entertainment,http://www.hapyak.com/,HapYak
Design,https://www.lagoa.com/,Lagoa
3D Printing,http://www.the3doodler.com/,3Doodler
Energy,http://www.energysage.com/,EnergySage
Admissions Prep,http://www.applykit.com/,ApplyKit
Publishing,http://www.bookbub.com/,BookBub
Web Development,http://www.cloudhealthtech.com/,CloudHealth
Business Intelligence,http://www.mavenomics.com/,Mavenomics
Health,http://act.md/,Act.md
Document Management,https://owncloud.com,ownCloud
Health,http://www.restdevices.com,Rest Devices
Agriculture,http://www.freightfarms.com/,Freight Farms
Health,http://quantiamd.com,QuantiaMD
Sports,http://www.syncstrength.com/,SyncStrength
Health,http://www.leanwagon.com/,LeanWagon
Transportation,http://www.helmet-hub.com,HelmetHub
Music,http://www.timbreapp.com/,Timbre
Data Management,http://www.scalebase.com/,Scalebase
Data Management,http://www.sqrrl.com,Sqrrl
MassChallenge,https://www.rallypoint.com/,RallyPoint
Email,http://skimbox.co/,Skimbox
Video Production,http://aframe.com/,Aframe
Consumer Internet,http://citygusto.com/,CityGusto
Real Estate,http://www.padmatcher.com/,Padmatcher
Gaming,http://skillz.com/,Skillz
Software Development,http://www.applause.com/,Applause
Customer Service,http://www.getmobee.com/,Mobee
Market Research,http://datamarket.com/,DataMarket
Data Management,https://cloudant.com/,Cloudant
Email,http://www.cloze.com,Cloze
Art,http://www.artaic.com/,Artaic
Marketing,http://lucidel.com,Lucidel
Consumer Web,http://awesome.me,Awesome.me
Education,http://firecracker.me/,Firecracker
Education,http://gathereducation.com/,Gather Education
Health,http://happier.com/,Happier
Automotive,http://www.brightdriver.com/,BrightDriver
Marketing,http://thrivehive.com/,ThriveHive
Automotive,http://www.terrafugia.com/,Terrafugia
Academia,http://www.academicroom.com/,Academic Room
Robotics,http://rethinkrobotics.com/,Rethink Robotics
Health,http://www.qmedichealth.com/,QMedic
Supply Chain Management,http://sourcemap.com/,Sourcemap
Networking,http://www.plexxi.com,Plexxi
Health,http://www.ovuline.com/,Ovuline
Travel,http://bookingmarkets.com,BookingMarkets
Health,http://www.incrowdnow.com/,InCrowd
Entertainment,http://www.zoomtilt.com,ZoomTilt
Entertainment,https://aereo.com/,Aereo
Sports,http://fancred.com/,Fancred
E-commerce,http://www.teikametrics.com/,Teikametrics
Real Estate,https://www.owneraide.com/,OwnerAide
Politics,http://www.democracy.com/,Democracy.com
Advertising,http://www.dailybreak.com/,Dailybreak
Health,http://www.imprivata.com,Imprivata
Finance,http://www.smartleaf.com/,Smartleaf
Data Management,http://www.sonian.com/,Sonian
Advertising,http://swoop.com/,Swoop
Advertising,http://azigo.com,Azigo
Events,http://proximate.com/,Proximate
Agriculture,http://www.harvestai.com/,Harvest Automation
Fantasy Sports,https://www.draftkings.com/,DraftKings
Networking,http://www.appneta.com,Appneta
Market Research,http://jana.com/,Jana
Energy,https://www.wegowise.com/,WegoWise
Mobile,http://www.catchapponline.com/,CatchApp
Email,http://litmus.com,Litmus
Human Resources,http://www.avenuebridge.com/,Avenue Bridge
Mobile,http://www.fiksu.com/,Fiksu
Health,http://www.meyouhealth.com/,MeYou Health
Data Management,http://www.zerto.com/,Zerto
Real Estate,http://www.yougotlistings.com/,YouGotListings
Advertising,http://linkablenetworks.com/,Linkable Networks
Advertising,http://www.wordstream.com,Wordstream
Advertising,http://adelphic.com/,Adelphic Mobile
Web Development,http://www.nuodb.com/,NUODB
Mobile,http://www.livecirrus.com/,LiveCirrus
Business,http://www.rocktech.com/,RockTech
Careers,https://patheer.com,Patheer
Business Intelligence,http://www.luminoso.com,Luminoso
Web Development,http://branegy.com/,Branegy
Web Development,http://appsembler.com/,Appsembler
Marketing,http://www.skyword.com/,Skyword
Fundraising,http://wefunder.com,Wefunder
Communications,http://www.rfvenue.com/,RFvenue
Fundraising,https://www.fundraise.com,Fundraise.com
Data Management,http://paradigm4.com/,Paradigm4
Education,http://www.gradeable.com/,Gradeable
Academia,http://knowthyprof.com/,KnowThyProf
Sports,http://www.coachup.com/,CoachUp
Construction,http://ekotrope.com/,ekotrope
Restaurants,http://ureserv.com/,URESERV
Green,http://gbrecycle.com/,Greenbean Recycle
Entertainment,http://tomorrowish.com/,Tomorrowish
Health,http://www.copatient.com/,CoPatient
Family,https://www.sittingaround.com/,SittingAround
Health,http://www.iorahealth.com/,Iora Health
Retail,https://bozuko.com/,Bozuko
Business,http://www.cyfe.com/,Cyfe
Micropayments,http://TipTheWeb.org/,TipTheWeb
3D Printing,http://formlabs.com/,Formlabs
Education,http://www.myedgps.com/,myEdGPS
E-commerce,http://www.quickable.com,Quickable
Location,http://mapkin.co/,Mapkin
Marketing,http://www.klaviyo.com/,Klaviyo
Health,http://www.wellfra.me/,Wellframe
Music,https://www.redigi.com/,ReDigi
Fundraising,http://www.sweatforacause.com/,Sweat For A Cause
Jobs,https://www.errund.com/,Errund
Energy,http://www.energypoints.com/,EnergyPoints
Real Estate,http://www.mycondobooks.com/,myCondoBooks
Mobile,http://xamarin.com/,Xamarin
Shipping,http://openmile.com/,Open Mile
Education,https://www.boundless.com/,Boundless
Payments,http://www.leaf.me,Leaf
Marketing,http://www.simplygood.com/,SimplyGood
Document Management,http://www.doctrackr.com/,docTrackr
Admissions Prep,http://www.testive.com/,Testive
Transportation,http://zagster.com/,Zagster
Fitness,http://www.loseit.com/,Lose It!
Data Management,http://voltdb.com/,VoltDB
Advertising,http://www.extremereach.com/,Extreme Reach
Wine,http://www.drync.com/,Drync
Publishing,http://www.fictfact.com,FictFact
Community Organizing,http://recovers.org/,Recovers.org
Data Management,http://basho.com/,Basho
Mobile,http://www.sessionm.com/,session M
Payments,http://chargify.com/,Chargify
Health,http://www.medicalrecords.com/,MedicalRecords.com
Events,http://www.racemenu.com/,RaceMenu
Mobile,http://www.getravid.com/,Ravid
Travel,http://www.hopper.com/,Hopper
Web Development,http://www.yottaa.com/,Yotaa
Advertising,http://www.nanigans.com/,Nanigans
Personal Branding,http://dribbble.com,Dribbble
Sports,http://www.trumedianetworks.com/,TruMedia Networks
Human Resources,http://www.air.bo/,Airbo
Health,http://www.healthetreatment.com/,Healthetreatment
Health,http://par8o.com,par8o
Marketing,http://www.kleermail.com/,KleerMail
Fundraising,https://www.bison.co/,BISON
Finance,http://www.mineraltree.com,MineralTree
Fashion,http://www.fashionplaytes.com/,FashionPlaytes
Local,http://www.ourcommonplace.com/,OurCommonPlace
E-commerce,http://www.thegrommet.com/,The Grommet
Academia,http://pubget.com/,PubGet
Business,http://www.launchplan.com/,LaunchPlan
Data Management,http://www.insightsquared.com,InsightSquared
Fundraising,http://www.firstgiving.com/,Firstgiving
Business,http://www.e-phouse.com/,ePowerHouse
Fundraising,http://www.biddingforgood.com,BiddingForGood
Human Resources,http://www.kangogift.com/,KangoGift
Hardware,http://mc10inc.com/,mc10
Health,http://www.kyruus.com,Kyruus
Marketing,http://segment.io/,Segment.io
Advertising,http://buysellads.com/,BuySellAds.com
Education,http://www.studyabroad101.com/,Abroad101
Web Publishing,http://embed.ly/,Embed.ly
Food,http://www.ezcater.com/,ezCater
Mobile,http://modolabs.com/,Modo Labs
Energy,http://nextsteplivinginc.com/,Next Step Living
Hardware,http://sionyx.com/,SiOnyx
Hardware,http://www.modkit.com/,Modkit
Kids,https://www.familyid.com/,FamilyID
Health,http://www.eyenetra.com/,EyeNetra
Finance,http://www.trefis.com/,Trefis
Publishing,http://www.libboo.com/,Libboo
Business,http://startupblvd.com/,Startup BLVD
Music,http://www.nimbit.com/,Nimbit
Fitness,http://www.myvitogo.com/,Vitogo
Mobile,http://apptopia.com/,Apptopia
Sales,http://www.evergage.com/,Evergage
Commerce,http://www.gazelle.com/,Gazelle
Marketing,https://gaggleamp.com/,GaggleAMP
Education,https://www.flashnotes.com,FlashNotes
Health,http://www.patientslikeme.com/,PatientsLikeMe
Education,http://www.studifi.com/,Studifi
Education,http://ProctorCam.com,ProctorCam
Bocoup Loft,http://wiggio.com/,Wiggio
Marketing,http://jebbit.com/,Jebbit
Marketing,http://www.sitespect.com/,SiteSpect
Personal Finance,http://www.blueleaf.com/,BlueLeaf
E-commerce,http://rejoiner.com/,Rejoiner
Media,http://cloudkid.com/,CloudKid
Data Management,http://www.cloudlock.com/,CloudLock
Commerce,http://panjiva.com/,Panjiva
Fitness,http://bankoffitness.com/,Bank of Fitness
Marketing,http://www.getcurata.com/,Curata
transcription,http://www.3playmedia.com/,3Play Media
Freelancing,http://www.ehardhat.com/,eHARDHAT
App,http://www.onthebar.com/,onthebar
Education,http://peertransfer.com/,peerTransfer
Retail,https://savingstar.com/,SavingStar
Transportation,http://www.uber.com,Uber
Mobile,http://www.raizlabs.com,RaizLabs
Commerce,http://tapwalk.com,TapWalk
Sports,http://www.ubersense.com/,UberSense
Data Management,https://www.backupify.com/,Backupify
Travel,http://groupize.com/,Groupize
Mobile,http://www.neemware.com/,Neemware
Data Management,http://www.actifio.com/,Actifio
Energy,http://www.digitallumens.com/,Digital Lumens
Retail,http://locately.com/,Locately
Social Media,http://www.crimsonhexagon.com/,Crimson Hexagon
Online Video,http://www.wistia.com,Wistia
Speech Therapy,http://balbusspeech.com/,BalbusSpeech
Data Management,http://www.hadapt.com/,Hadapt
Pharmaceuticals,http://tracelink.com/,Tracelink
Business Intelligence,https://www.recordedfuture.com/,RecordedFuture
Energy,http://www.ampient.com/,Ampient
Sales,http://www.visiblegains.com,VisibleGains
Energy,http://www.retroficiency.com/,Retroficiency
Broadband,http://netblazr.com,NetBlazr
Hardware,http://www.temperaturealert.com,Temperature@lert
Energy,http://www.thinklite.com/,ThinkLite
Gaming,http://playbrassmonkey.com/,Brass Monkey
Rentals,http://www.rentabilities.com/,Rentabilities
Market Research,http://www.popsurvey.com/,PopSurvey
Energy,http://www.ecurv.com/,eCurv
Human Resources,http://cangrade.com/,Cangrade
Health,http://iquartic.com/,iQuartic
Design,http://grabcad.com/,GrabCAD
Health,http://ginger.io/,Ginger.io
Web Development,http://mogotest.com/,Mogotest
Sports,https://www.starstreet.com/,StarStreet
Web Publishing,http://www.marginize.com/,Marginize
Education,http://www.evertrue.com,EverTrue
Human Resources,http://objectivelogistics.com,Objective Logistics
Art,http://www.turningart.com/,TurningArt
Education,http://betterlesson.com/,BetterLesson
Marketing,http://www.pixability.com/,Pixability
Mobile,http://www.mtiks.com/,mtiks
Software Development,http://www.architexa.com/,Architexa
Privacy,http://www.abine.com/,Abine
E-commerce,http://www.custommade.com/,CustomMade
customer support,http://www.helpscout.net/,Help Scout
Mobile,http://www.kinvey.com/,Kinvey
Marketing,https://placester.com/,Placester
Marketing,http://www.promoboxx.com/,Promoboxx
Knowledge Management,https://senexx.com/,Senexx
Counseling,http://spillnow.com/,SPILL
Marketing,http://socmetrics.com/,SocMetrics
Marketing,http://www.cravelabs.com/,CraveLabs
Mobile,https://appblade.com/,AppBlade
Self-improvement,http://dailyfeats.com/,DailyFeats
Email,http://powerinbox.com/,PowerInbox
Marketing,http://www.shareaholic.com/,Shareaholic
Academia,https://www.socialsci.com/,SocialSci
Sales,http://www.yesware.com/,Yesware
Marketing,http://privy.com/,Privy
Green,http://www.wespire.com,WeSpire
Web Hosting,http://www.tesora.com/,Tesora
Dogpatch Labs,http://locu.com/,Locu
Mobile,http://www.localytics.com/,Localytics
Academia,http://www.labtiva.com/,Labtiva
Local,http://www.dealgator.com/,DealGator
Retail,http://www.bytelight.com/,ByteLight
Architecture,http://www.arcbazar.com/,Arcbazar
Music,http://the.echonest.com,The Echo Nest
Careers,http://www.smarterer.com,Smarterer
Custom Manufacturing,http://www.gemvara.com,Gemvara
Data Management,http://www.cambridgesemantics.com/,Cambridge Semantics
Email,http://www.followup.cc,FollowUp.cc
Retail,http://www.unboundcommerce.com/,Unbound Commerce
Local,http://thetaplab.com/,The Tap Lab
beer,http://www.pintley.com/,Pintley
Marketing,http://www.fantourage.com/,Fantourage
Language Learning,http://www.gamesforlanguage.com,Games for Language
Admissions Prep,http://acceptu.com/,AcceptU
Marketing,http://www.traackr.com/,Traackr
Mobile,http://www.apperian.com/,Apperian
Payments,https://www.thelevelup.com,LevelUp
Health,http://www.runkeeper.com,FitnessKeeper
Marketing,http://www.hubspot.com,HubSpot
